Include On Export,Export Containing Keywords,Export Synonyms,Person Type Keyword,
Y,Y,Y,N,			VR5076
Y,Y,Y,N,			VR5241
Y,Y,Y,N,			VR5348
Y,Y,Y,N,			VR5491
Y,Y,Y,N,			VR5629
Y,Y,Y,N,			VR5646
Y,Y,Y,N,			VR5685
Y,Y,Y,N,			VR5986
Y,Y,Y,N,			VR6044
Y,Y,Y,N,			VR6208
Y,Y,Y,N,			VR6284
Y,Y,Y,N,			VR6344
Y,Y,Y,N,			VR6360
Y,Y,Y,N,			VR6469
Y,Y,Y,N,			VR6478
Y,Y,Y,N,			VR7897
Y,Y,Y,N,			VS2511
Y,Y,Y,N,			VS2573
Y,Y,Y,N,			VS2603
Y,Y,Y,N,			VS2619
Y,Y,Y,N,			VS2689
Y,Y,Y,N,			VS2699
Y,Y,Y,N,			VS2719
Y,Y,Y,N,			VS2752
Y,Y,Y,N,			VS2805
Y,Y,Y,N,			VS2840
Y,Y,Y,N,			VS2848
Y,Y,Y,N,			VS2883
Y,Y,Y,N,			VS3091
Y,Y,Y,N,			VS3257
Y,Y,Y,N,			VS3266
Y,Y,Y,N,			VS3427
Y,Y,Y,N,			VS3538
Y,Y,Y,N,			VS3621
Y,Y,Y,N,			VS3629
Y,Y,Y,N,			VS3752
Y,Y,Y,N,			VS3817
Y,Y,Y,N,			VS3856
Y,Y,Y,N,			VS3872
Y,Y,Y,N,			VS3884
Y,Y,Y,N,			VS3942
Y,Y,Y,N,			VS4191
Y,Y,Y,N,			VS4306
Y,Y,Y,N,			VS4378
Y,Y,Y,N,			VS4448
Y,Y,Y,N,			VS4484
Y,Y,Y,N,			VS4495
Y,Y,Y,N,			VS4752
Y,Y,Y,N,			VS5315
Y,Y,Y,N,			VS5343
Y,Y,Y,N,			VS5578
Y,Y,Y,N,			VS5739
Y,Y,Y,N,			VS6354
Y,Y,Y,N,			VT516
Y,Y,Y,N,			VT622
Y,Y,Y,N,			VT669
Y,Y,Y,N,			VT719
Y,Y,Y,N,			VT852
Y,Y,Y,N,			VT856
Y,Y,Y,N,			VT890
Y,Y,Y,N,			VT908
Y,Y,Y,N,			VT1104
Y,Y,Y,N,			VT1179
Y,Y,Y,N,			VT1237
Y,Y,Y,N,			VT1557
Y,Y,Y,N,			VT1582
Y,Y,Y,N,			VT1636
Y,Y,Y,N,			VT1652
Y,Y,Y,N,			VT1679
Y,Y,Y,N,			VT1725
Y,Y,Y,N,			VT1819
Y,Y,Y,N,			VT1863
Y,Y,Y,N,			VT1870
Y,Y,Y,N,			VT1879
Y,Y,Y,N,			VT1882
Y,Y,Y,N,			VT1913
Y,Y,Y,N,			VT1928
Y,Y,Y,N,			VT1940
Y,Y,Y,N,			VT1944
Y,Y,Y,N,			VT1972
Y,Y,Y,N,			VT2042
Y,Y,Y,N,			VT2067
Y,Y,Y,N,			VT2150
Y,Y,Y,N,			VT2178
Y,Y,Y,N,			VT2469
Y,Y,Y,N,			VT2960
Y,Y,Y,N,			VT2987
Y,Y,Y,N,			VT3002
Y,Y,Y,N,			VT3023
Y,Y,Y,N,			VT3196
Y,Y,Y,N,			VT3221
Y,Y,Y,N,			VT3493
Y,Y,Y,N,			VT3567
Y,Y,Y,N,			VT3655
Y,Y,Y,N,			VT3910
Y,Y,Y,N,			VT4100
Y,Y,Y,N,			VT4135
Y,Y,Y,N,			VT4269
Y,Y,Y,N,			VT4327
Y,Y,Y,N,			VY7526
Y,Y,Y,N,		RZ5946
Y,Y,Y,N,		SA2959
Y,Y,Y,N,		SA3148
Y,Y,Y,N,		SA3262
Y,Y,Y,N,		SA3509
Y,Y,Y,N,		SA3909
Y,Y,Y,N,		SA4037
Y,Y,Y,N,		SA4181
Y,Y,Y,N,		SA4463
Y,Y,Y,N,		SA6792
Y,Y,Y,N,		SA7810
Y,Y,Y,N,		SA8730
Y,Y,Y,N,		SA9868
Y,Y,Y,N,		SB4688
Y,Y,Y,N,		SB5002
Y,Y,Y,N,		SB5072
Y,Y,Y,N,		SB5197
Y,Y,Y,N,		SB5243
Y,Y,Y,N,		SB5279
Y,Y,Y,N,		SB5414
Y,Y,Y,N,		SB5480
Y,Y,Y,N,		SB6177
Y,Y,Y,N,		SB6794
Y,Y,Y,N,		SB7049
Y,Y,Y,N,		SB7514
Y,Y,Y,N,		SB8310
Y,Y,Y,N,		SB8492
Y,Y,Y,N,		SC1708
Y,Y,Y,N,		SC2443
Y,Y,Y,N,		SC4816
Y,Y,Y,N,		SC5070
Y,Y,Y,N,		SC5428
Y,Y,Y,N,		SC5677
Y,Y,Y,N,		SC6156
Y,Y,Y,N,		SC6295
Y,Y,Y,N,		SC6414
Y,Y,Y,N,		SC7496
Y,Y,Y,N,		SC7693
Y,Y,Y,N,		SC7904
Y,Y,Y,N,		SC7905
Y,Y,Y,N,		SC8112
Y,Y,Y,N,		SD987
Y,Y,Y,N,		SD1377
Y,Y,Y,N,		SD1471
Y,Y,Y,N,		SD2113
Y,Y,Y,N,		SD2576
Y,Y,Y,N,		SD4699
Y,Y,Y,N,		SD4778
Y,Y,Y,N,		SD4941
Y,Y,Y,N,		SD4993
Y,Y,Y,N,		SD5063
Y,Y,Y,N,		SD5709
Y,Y,Y,N,		SD6028
Y,Y,Y,N,		SD6315
Y,Y,Y,N,		SD6353
Y,Y,Y,N,		SD8539
Y,Y,Y,N,		SD8682
Y,Y,Y,N,		SD8859
Y,Y,Y,N,		SD8869
Y,Y,Y,N,		SD8924
Y,Y,Y,N,		SD9063
Y,Y,Y,N,		SE304
Y,Y,Y,N,		SE1752
Y,Y,Y,N,		SE2664
Y,Y,Y,N,		SE2778
Y,Y,Y,N,		SE3666
Y,Y,Y,N,		SE3711
Y,Y,Y,N,		SE3909
Y,Y,Y,N,		SE4113
Y,Y,Y,N,		SE6593
Y,Y,Y,N,		SE6818
Y,Y,Y,N,		SE6836
Y,Y,Y,N,		SE6873
Y,Y,Y,N,		SE6977
Y,Y,Y,N,		SE7378
Y,Y,Y,N,		SE7494
Y,Y,Y,N,		SE7600
Y,Y,Y,N,		SE7896
Y,Y,Y,N,		SE8026
Y,Y,Y,N,		SF2506
Y,Y,Y,N,		SF2627
Y,Y,Y,N,		SF2862
Y,Y,Y,N,		SF3209
Y,Y,Y,N,		SF3318
Y,Y,Y,N,		SF3484
Y,Y,Y,N,		SF3551
Y,Y,Y,N,		SF3556
Y,Y,Y,N,		SF3614
Y,Y,Y,N,		SF3707
Y,Y,Y,N,		SF3725
Y,Y,Y,N,		SF4082
Y,Y,Y,N,		SF4205
Y,Y,Y,N,		SF4206
Y,Y,Y,N,		SF4246
Y,Y,Y,N,		SF4417
Y,Y,Y,N,		SF4471
Y,Y,Y,N,		SF4730
Y,Y,Y,N,		SF4785
Y,Y,Y,N,		SF4894
Y,Y,Y,N,		SF5048
Y,Y,Y,N,		SF5145
Y,Y,Y,N,		SF5504
Y,Y,Y,N,		SF5514
Y,Y,Y,N,		SF5735
Y,Y,Y,N,		SF5752
Y,Y,Y,N,		SF6477
Y,Y,Y,N,		SF8752
Y,Y,Y,N,		SF8760
Y,Y,Y,N,		SF9022
Y,Y,Y,N,		SF9078
Y,Y,Y,N,		SG793
Y,Y,Y,N,		SG945
Y,Y,Y,N,		SG1779
Y,Y,Y,N,		SG2454
Y,Y,Y,N,		SG2567
Y,Y,Y,N,		SG2966
Y,Y,Y,N,		SG3577
Y,Y,Y,N,		SG4185
Y,Y,Y,N,		SG4347
Y,Y,Y,N,		SG4825
Y,Y,Y,N,		SG6095
Y,Y,Y,N,		SG8230
Y,Y,Y,N,		SG9067
Y,Y,Y,N,		SG9076
Y,Y,Y,N,		SG9233
Y,Y,Y,N,		SH351
Y,Y,Y,N,		SH641
Y,Y,Y,N,		SH1334
Y,Y,Y,N,		SH1356
Y,Y,Y,N,		SH1484
Y,Y,Y,N,		SH2502
Y,Y,Y,N,		SH2747
Y,Y,Y,N,		SH2777
Y,Y,Y,N,		SH2841
Y,Y,Y,N,		SH4451
Y,Y,Y,N,		SH5754
Y,Y,Y,N,		SH6188
Y,Y,Y,N,		SH6299
Y,Y,Y,N,		SH6445
Y,Y,Y,N,		SH6654
Y,Y,Y,N,		SH6664
Y,Y,Y,N,		SH6730
Y,Y,Y,N,		SH6976
Y,Y,Y,N,		SH7296
Y,Y,Y,N,		SH7320
Y,Y,Y,N,		SH7509
Y,Y,Y,N,		SH7944
Y,Y,Y,N,		SH8028
Y,Y,Y,N,		SH8133
Y,Y,Y,N,		SH8345
Y,Y,Y,N,		SH8402
Y,Y,Y,N,		SH8404
Y,Y,Y,N,		SH8457
Y,Y,Y,N,		SH8461
Y,Y,Y,N,		SH8653
Y,Y,Y,N,		SH9233
Y,Y,Y,N,		SH9283
Y,Y,Y,N,		SH9990
Y,Y,Y,N,		SJ227
Y,Y,Y,N,		SJ251
Y,Y,Y,N,		SJ571
Y,Y,Y,N,		SJ709
Y,Y,Y,N,		SJ2902
Y,Y,Y,N,		SJ3072
Y,Y,Y,N,		SJ3088
Y,Y,Y,N,		SJ3200
Y,Y,Y,N,		SJ3539
Y,Y,Y,N,		SJ3942
Y,Y,Y,N,		SJ3962
Y,Y,Y,N,		SJ4110
Y,Y,Y,N,		SJ4443
Y,Y,Y,N,		SJ4783
Y,Y,Y,N,		SJ5546
Y,Y,Y,N,		SJ6426
Y,Y,Y,N,		SJ6462
Y,Y,Y,N,		SJ6834
Y,Y,Y,N,		SJ6871
Y,Y,Y,N,		SJ7350
Y,Y,Y,N,		SJ7481
Y,Y,Y,N,		SJ7884
Y,Y,Y,N,		SJ7944
Y,Y,Y,N,		SJ8251
Y,Y,Y,N,		SJ8408
Y,Y,Y,N,		SJ9317
Y,Y,Y,N,		SJ9560
Y,Y,Y,N,		SJ9606
Y,Y,Y,N,		SJ9997
Y,Y,Y,N,		SK321
Y,Y,Y,N,		SK336
Y,Y,Y,N,		SK470
Y,Y,Y,N,		SK875
Y,Y,Y,N,		SK1019
Y,Y,Y,N,		SK1624
Y,Y,Y,N,		SK2063
Y,Y,Y,N,		SK2093
Y,Y,Y,N,		SK2178
Y,Y,Y,N,		SK2293
Y,Y,Y,N,		SK2399
Y,Y,Y,N,		SK2454
Y,Y,Y,N,		SK2824
Y,Y,Y,N,		SK4222
Y,Y,Y,N,		SK4255
Y,Y,Y,N,		SK4742
Y,Y,Y,N,		SK4877
Y,Y,Y,N,		SK5090
Y,Y,Y,N,		SK5383
Y,Y,Y,N,		SK5391
Y,Y,Y,N,		SK5772
Y,Y,Y,N,		SK5826
Y,Y,Y,N,		SK5934
Y,Y,Y,N,		SK6080
Y,Y,Y,N,		SK6215
Y,Y,Y,N,		SK6472
Y,Y,Y,N,		SK6768
Y,Y,Y,N,		SK7384
Y,Y,Y,N,		SK7512
Y,Y,Y,N,		SK7664
Y,Y,Y,N,		SK7820
Y,Y,Y,N,		SK7938
Y,Y,Y,N,		SK8332
Y,Y,Y,N,		SK9040
Y,Y,Y,N,		SK9190
Y,Y,Y,N,		SK9195
Y,Y,Y,N,		SK9239
Y,Y,Y,N,		SK9918
Y,Y,Y,N,		SL1121
Y,Y,Y,N,		SL1339
Y,Y,Y,N,		SL1955
Y,Y,Y,N,		SL2339
Y,Y,Y,N,		SL3213
Y,Y,Y,N,		SL3576
Y,Y,Y,N,		SL3599
Y,Y,Y,N,		SL3783
Y,Y,Y,N,		SL4037
Y,Y,Y,N,		SL4087
Y,Y,Y,N,		SL4149
Y,Y,Y,N,		SL4174
Y,Y,Y,N,		SL4251
Y,Y,Y,N,		SL4279
Y,Y,Y,N,		SL4301
Y,Y,Y,N,		SL5997
Y,Y,Y,N,		SL6083
Y,Y,Y,N,		SL6224
Y,Y,Y,N,		SL6335
Y,Y,Y,N,		SL6526
Y,Y,Y,N,		SL6660
Y,Y,Y,N,		SL7076
Y,Y,Y,N,		SL7313
Y,Y,Y,N,		SL7457
Y,Y,Y,N,		SL7615
Y,Y,Y,N,		SL7729
Y,Y,Y,N,		SL7969
Y,Y,Y,N,		SL8271
Y,Y,Y,N,		SL8410
Y,Y,Y,N,		SL8449
Y,Y,Y,N,		SL8667
Y,Y,Y,N,		SL9106
Y,Y,Y,N,		SL9341
Y,Y,Y,N,		SL9366
Y,Y,Y,N,		SM403
Y,Y,Y,N,		SM2635
Y,Y,Y,N,		SM8298
Y,Y,Y,N,		SM9420
Y,Y,Y,N,		SN4127
Y,Y,Y,N,		SN5597
Y,Y,Y,N,		SN8597
Y,Y,Y,N,		SN8628
Y,Y,Y,N,		SN8669
Y,Y,Y,N,		SN8760
Y,Y,Y,N,		SN9117
Y,Y,Y,N,		SN9360
Y,Y,Y,N,		SN9362
Y,Y,Y,N,		SN9541
Y,Y,Y,N,		SN9589
Y,Y,Y,N,		SN9601
Y,Y,Y,N,		SN9652
Y,Y,Y,N,		SN9730
Y,Y,Y,N,		SP370
Y,Y,Y,N,		SP2895
Y,Y,Y,N,		SP4657
Y,Y,Y,N,		SP6096
Y,Y,Y,N,		SP6792
Y,Y,Y,N,		SP6893
Y,Y,Y,N,		SP7159
Y,Y,Y,N,		SP7228
Y,Y,Y,N,		SP7475
Y,Y,Y,N,		SP7555
Y,Y,Y,N,		SP7812
Y,Y,Y,N,		SP7844
Y,Y,Y,N,		SP7952
Y,Y,Y,N,		SP8532
Y,Y,Y,N,		SP8662
Y,Y,Y,N,		SP8738
Y,Y,Y,N,		SP8903
Y,Y,Y,N,		SP9007
Y,Y,Y,N,		SP9215
Y,Y,Y,N,		SP9483
Y,Y,Y,N,		SP9547
Y,Y,Y,N,		SR3290
Y,Y,Y,N,		SR6797
Y,Y,Y,N,		SR8700
Y,Y,Y,N,		SR8990
Y,Y,Y,N,		SR9566
Y,Y,Y,N,		SR9793
Y,Y,Y,N,		SR9795
Y,Y,Y,N,		SR9833
Y,Y,Y,N,		SR9881
Y,Y,Y,N,		SS273
Y,Y,Y,N,		SS390
Y,Y,Y,N,		SS5216
Y,Y,Y,N,		SS5752
Y,Y,Y,N,		SS7413
Y,Y,Y,N,		ST3069
Y,Y,Y,N,		ST4518
Y,Y,Y,N,		ST4593
Y,Y,Y,N,		ST4644
Y,Y,Y,N,		ST4791
Y,Y,Y,N,		ST4967
Y,Y,Y,N,		ST5059
Y,Y,Y,N,		ST5213
Y,Y,Y,N,		ST5234
Y,Y,Y,N,		ST5259
Y,Y,Y,N,		ST5648
Y,Y,Y,N,		ST5652
Y,Y,Y,N,		ST5670
Y,Y,Y,N,		ST6063
Y,Y,Y,N,		ST6472
Y,Y,Y,N,		ST6536
Y,Y,Y,N,		ST6990
Y,Y,Y,N,		ST7441
Y,Y,Y,N,		ST8444
Y,Y,Y,N,		SU2577
Y,Y,Y,N,		SU2632
Y,Y,Y,N,		SU3428
Y,Y,Y,N,		SU3504
Y,Y,Y,N,		SU3519
Y,Y,Y,N,		SU4438
Y,Y,Y,N,		SU6840
Y,Y,Y,N,		SU7248
Y,Y,Y,N,		SU7740
Y,Y,Y,N,		SU7768
Y,Y,Y,N,		SU8195
Y,Y,Y,N,		SV1980
Y,Y,Y,N,		SV2935
Y,Y,Y,N,		SV4082
Y,Y,Y,N,		SV5219
Y,Y,Y,N,		SW1912
Y,Y,Y,N,		SW1914
Y,Y,Y,N,		SW2475
Y,Y,Y,N,		SW3105
Y,Y,Y,N,		SW3236
Y,Y,Y,N,		SW4184
Y,Y,Y,N,		SW4191
Y,Y,Y,N,		SW4640
Y,Y,Y,N,		SW4808
Y,Y,Y,N,		SW4978
Y,Y,Y,N,		SW5099
Y,Y,Y,N,		SW5910
Y,Y,Y,N,		SW6025
Y,Y,Y,N,		SW6180
Y,Y,Y,N,		SW6319
Y,Y,Y,N,		SW6406
Y,Y,Y,N,		SW6488
Y,Y,Y,N,		SW6820
Y,Y,Y,N,		SW7730
Y,Y,Y,N,		SW7775
Y,Y,Y,N,		SW8483
Y,Y,Y,N,		SW9081
Y,Y,Y,N,		SX3291
Y,Y,Y,N,		SX5198
Y,Y,Y,N,		TA1413
Y,Y,Y,N,		TA5573
Y,Y,Y,N,		TA6723
Y,Y,Y,N,		TA6872
Y,Y,Y,N,		TA6896
Y,Y,Y,N,		TA6929
Y,Y,Y,N,		TA6994
Y,Y,Y,N,		TA7103
Y,Y,Y,N,		TA7221
Y,Y,Y,N,		TA7343
Y,Y,Y,N,		TA7480
Y,Y,Y,N,		TA7613
Y,Y,Y,N,		TA7682
Y,Y,Y,N,		TA7709
Y,Y,Y,N,		TA7954
Y,Y,Y,N,		TA7971
Y,Y,Y,N,		TA8176
Y,Y,Y,N,		TA8194
Y,Y,Y,N,		TA8457
Y,Y,Y,N,		TA8462
Y,Y,Y,N,		TA8550
Y,Y,Y,N,		TA8681
Y,Y,Y,N,		TA9384
Y,Y,Y,N,		TB864
Y,Y,Y,N,		TB1076
Y,Y,Y,N,		TB1192
Y,Y,Y,N,		TB1647
Y,Y,Y,N,		TB1696
Y,Y,Y,N,		TB1819
Y,Y,Y,N,		TB2082
Y,Y,Y,N,		TB2302
Y,Y,Y,N,		TB2413
Y,Y,Y,N,		TB2492
Y,Y,Y,N,		TB2612
Y,Y,Y,N,		TB8579
Y,Y,Y,N,		TB8872
Y,Y,Y,N,		TB9073
Y,Y,Y,N,		TB9176
Y,Y,Y,N,		TB9782
Y,Y,Y,N,		TC196
Y,Y,Y,N,		TC4852
Y,Y,Y,N,		TC4981
Y,Y,Y,N,		TC5076
Y,Y,Y,N,		TC5128
Y,Y,Y,N,		TC5842
Y,Y,Y,N,		TC6362
Y,Y,Y,N,		TC6774
Y,Y,Y,N,		TC6787
Y,Y,Y,N,		TC7001
Y,Y,Y,N,		TC7077
Y,Y,Y,N,		TC7149
Y,Y,Y,N,		TC7368
Y,Y,Y,N,		TC7432
Y,Y,Y,N,		TC7564
Y,Y,Y,N,		TC7586
Y,Y,Y,N,		TC7791
Y,Y,Y,N,		TC7818
Y,Y,Y,N,		TC8487
Y,Y,Y,N,		TC8549
Y,Y,Y,N,		TC8566
Y,Y,Y,N,		TC8709
Y,Y,Y,N,		TC8854
Y,Y,Y,N,		TC8986
Y,Y,Y,N,		TC9013
Y,Y,Y,N,		TC9144
Y,Y,Y,N,		TC9233
Y,Y,Y,N,		TC9246
Y,Y,Y,N,		TC9565
Y,Y,Y,N,		TC9572
Y,Y,Y,N,		TC9626
Y,Y,Y,N,		TC9729
Y,Y,Y,N,		TC9775
Y,Y,Y,N,		TC9817
Y,Y,Y,N,		TC9853
Y,Y,Y,N,		TC9864
Y,Y,Y,N,		TC9972
Y,Y,Y,N,		TD144
Y,Y,Y,N,		TD215
Y,Y,Y,N,		TD266
Y,Y,Y,N,		TE2604
Y,Y,Y,N,		TE2686
Y,Y,Y,N,		TE2799
Y,Y,Y,N,		TE2859
Y,Y,Y,N,		TE2908
Y,Y,Y,N,		TE3051
Y,Y,Y,N,		TE3060
Y,Y,Y,N,		TE3319
Y,Y,Y,N,		TE3459
Y,Y,Y,N,		TE3471
Y,Y,Y,N,		TE3485
Y,Y,Y,N,		TE3786
Y,Y,Y,N,		TE3842
Y,Y,Y,N,		TE3920
Y,Y,Y,N,		TE3947
Y,Y,Y,N,		TE3967
Y,Y,Y,N,		TE3975
Y,Y,Y,N,		TE4134
Y,Y,Y,N,		TE4221
Y,Y,Y,N,		TE4325
Y,Y,Y,N,		TE4427
Y,Y,Y,N,		TE4429
Y,Y,Y,N,		TE6523
Y,Y,Y,N,		TE6657
Y,Y,Y,N,		TE7317
Y,Y,Y,N,		TE7340
Y,Y,Y,N,		TE7390
Y,Y,Y,N,		TE7397
Y,Y,Y,N,		TE7431
Y,Y,Y,N,		TE7489
Y,Y,Y,N,		TE7539
Y,Y,Y,N,		TE7630
Y,Y,Y,N,		TE7939
Y,Y,Y,N,		TE7968
Y,Y,Y,N,		TE8077
Y,Y,Y,N,		TE8082
Y,Y,Y,N,		TE8124
Y,Y,Y,N,		TE8163
Y,Y,Y,N,		TE8173
Y,Y,Y,N,		TE8352
Y,Y,Y,N,		TE8465
Y,Y,Y,N,		TE9735
Y,Y,Y,N,		TF4944
Y,Y,Y,N,		TF5163
Y,Y,Y,N,		TF5261
Y,Y,Y,N,		TF5532
Y,Y,Y,N,		TF5838
Y,Y,Y,N,		TF6048
Y,Y,Y,N,		TF6239
Y,Y,Y,N,		TF6739
Y,Y,Y,N,		TF7072
Y,Y,Y,N,		TF7621
Y,Y,Y,N,		TF7808
Y,Y,Y,N,		TF7913
Y,Y,Y,N,		TF7963
Y,Y,Y,N,		TF8974
Y,Y,Y,N,		TF9480
Y,Y,Y,N,		TF9544
Y,Y,Y,N,		TF9829
Y,Y,Y,N,		TF9832
Y,Y,Y,N,		TG306
Y,Y,Y,N,		TG964
Y,Y,Y,N,		TG1908
Y,Y,Y,N,		TG2047
Y,Y,Y,N,		TG2177
Y,Y,Y,N,		TG2303
Y,Y,Y,N,		TG7270
Y,Y,Y,N,		TH4819
Y,Y,Y,N,		TH5778
Y,Y,Y,N,		TH6174
Y,Y,Y,N,		TH6661
Y,Y,Y,N,		TH6912
Y,Y,Y,N,		TH7047
Y,Y,Y,N,		TH7077
Y,Y,Y,N,		TH7102
Y,Y,Y,N,		TH7115
Y,Y,Y,N,		TH7155
Y,Y,Y,N,		TH7333
Y,Y,Y,N,		TH7411
Y,Y,Y,N,		TH8133
Y,Y,Y,N,		TH8848
Y,Y,Y,N,		TH8988
Y,Y,Y,N,		TH9170
Y,Y,Y,N,		TH9264
Y,Y,Y,N,		TH9486
Y,Y,Y,N,		TH9811
Y,Y,Y,N,		TH9967
Y,Y,Y,N,		TH9969
Y,Y,Y,N,		TJ409
Y,Y,Y,N,		TJ1730
Y,Y,Y,N,		TJ1974
Y,Y,Y,N,		TJ2223
Y,Y,Y,N,		TJ4530
Y,Y,Y,N,		TJ5704
Y,Y,Y,N,		TJ6810
Y,Y,Y,N,		TJ7164
Y,Y,Y,N,		TJ9015
Y,Y,Y,N,		TJ9346
Y,Y,Y,N,		TJ9385
Y,Y,Y,N,		TJ9460
Y,Y,Y,N,		TJ9552
Y,Y,Y,N,		TJ9780
Y,Y,Y,N,		TJ9811
Y,Y,Y,N,		TJ9996
Y,Y,Y,N,		TK147
Y,Y,Y,N,		TK224
Y,Y,Y,N,		TK372
Y,Y,Y,N,		TK2540
Y,Y,Y,N,		TK2818
Y,Y,Y,N,		TK3061
Y,Y,Y,N,		TK3457
Y,Y,Y,N,		TK3475
Y,Y,Y,N,		TK3503
Y,Y,Y,N,		TK3766
Y,Y,Y,N,		TK3853
Y,Y,Y,N,		TK3898
Y,Y,Y,N,		TK4050
Y,Y,Y,N,		TK4304
Y,Y,Y,N,		TK4426
Y,Y,Y,N,		TK4495
Y,Y,Y,N,		TK6120
Y,Y,Y,N,		TK6258
Y,Y,Y,N,		TK6529
Y,Y,Y,N,		TK7196
Y,Y,Y,N,		TK7249
Y,Y,Y,N,		TK7298
Y,Y,Y,N,		TK8483
Y,Y,Y,N,		TK8569
Y,Y,Y,N,		TL550
Y,Y,Y,N,		TL583
Y,Y,Y,N,		TL872
Y,Y,Y,N,		TL1055
Y,Y,Y,N,		TL1243
Y,Y,Y,N,		TL1271
Y,Y,Y,N,		TL1485
Y,Y,Y,N,		TL1596
Y,Y,Y,N,		TL1607
Y,Y,Y,N,		TL1874
Y,Y,Y,N,		TL2097
Y,Y,Y,N,		TL2141
Y,Y,Y,N,		TL2146
Y,Y,Y,N,		TL2480
Y,Y,Y,N,		TL2765
Y,Y,Y,N,		TL3251
Y,Y,Y,N,		TL3360
Y,Y,Y,N,		TL3568
Y,Y,Y,N,		TL3881
Y,Y,Y,N,		TL4218
Y,Y,Y,N,		TL4256
Y,Y,Y,N,		TL4321
Y,Y,Y,N,		TL4620
Y,Y,Y,N,		TL4692
Y,Y,Y,N,		TL5001
Y,Y,Y,N,		TL5374
Y,Y,Y,N,		TL5716
Y,Y,Y,N,		TL5811
Y,Y,Y,N,		TL5814
Y,Y,Y,N,		TL5943
Y,Y,Y,N,		TL6239
Y,Y,Y,N,		TL6249
Y,Y,Y,N,		TL7241
Y,Y,Y,N,		TL7791
Y,Y,Y,N,		TL8464
Y,Y,Y,N,		TL8662
Y,Y,Y,N,		TL9027
Y,Y,Y,N,		TL9068
Y,Y,Y,N,		TL9364
Y,Y,Y,N,		TM523
Y,Y,Y,N,		TM947
Y,Y,Y,N,		TM1327
Y,Y,Y,N,		TM1472
Y,Y,Y,N,		TM1508
Y,Y,Y,N,		TM2099
Y,Y,Y,N,		TM2346
Y,Y,Y,N,		TM2682
Y,Y,Y,N,		TM2735
Y,Y,Y,N,		TM2908
Y,Y,Y,N,		TM3326
Y,Y,Y,N,		TM3363
Y,Y,Y,N,		TM3533
Y,Y,Y,N,		TM3973
Y,Y,Y,N,		TM4075
Y,Y,Y,N,		TM4121
Y,Y,Y,N,		TM4407
Y,Y,Y,N,		TM4681
Y,Y,Y,N,		TM4712
Y,Y,Y,N,		TM4914
Y,Y,Y,N,		TM5125
Y,Y,Y,N,		TM5315
Y,Y,Y,N,		TM5835
Y,Y,Y,N,		TM5861
Y,Y,Y,N,		TM5868
Y,Y,Y,N,		TM6052
Y,Y,Y,N,		TM6816
Y,Y,Y,N,		TM7037
Y,Y,Y,N,		TM7502
Y,Y,Y,N,		TM7967
Y,Y,Y,N,		TM8255
Y,Y,Y,N,		TM9115
Y,Y,Y,N,		TM9882
Y,Y,Y,N,		TN569
Y,Y,Y,N,		TN683
Y,Y,Y,N,		TN744
Y,Y,Y,N,		TN1064
Y,Y,Y,N,		TN1073
Y,Y,Y,N,		TN1149
Y,Y,Y,N,		TN1353
Y,Y,Y,N,		TN1610
Y,Y,Y,N,		TN1642
Y,Y,Y,N,		TN1686
Y,Y,Y,N,		TN1838
Y,Y,Y,N,		TN2087
Y,Y,Y,N,		TN2165
Y,Y,Y,N,		TN2339
Y,Y,Y,N,		TN2434
Y,Y,Y,N,		TN2575
Y,Y,Y,N,		TN2904
Y,Y,Y,N,		TN3484
Y,Y,Y,N,		TN3932
Y,Y,Y,N,		TN4526
Y,Y,Y,N,		TN4670
Y,Y,Y,N,		TN4701
Y,Y,Y,N,		TN4735
Y,Y,Y,N,		TN4895
Y,Y,Y,N,		TN5078
Y,Y,Y,N,		TN5103
Y,Y,Y,N,		TN5319
Y,Y,Y,N,		TN5570
Y,Y,Y,N,		TN5835
Y,Y,Y,N,		TN5992
Y,Y,Y,N,		TN6001
Y,Y,Y,N,		TN6088
Y,Y,Y,N,		TN6108
Y,Y,Y,N,		TN6154
Y,Y,Y,N,		TN6619
Y,Y,Y,N,		TN6754
Y,Y,Y,N,		TN6835
Y,Y,Y,N,		TN7290
Y,Y,Y,N,		TN7408
Y,Y,Y,N,		TN7573
Y,Y,Y,N,		TN7901
Y,Y,Y,N,		TN8248
Y,Y,Y,N,		TN8352
Y,Y,Y,N,		TN8507
Y,Y,Y,N,		TN8617
Y,Y,Y,N,		TN8631
Y,Y,Y,N,		TN8715
Y,Y,Y,N,		TN9417
Y,Y,Y,N,		TN9581
Y,Y,Y,N,		TN9665
Y,Y,Y,N,		TP1365
Y,Y,Y,N,		TP2269
Y,Y,Y,N,		TP2441
Y,Y,Y,N,		TP2610
Y,Y,Y,N,		TP2841
Y,Y,Y,N,		TP2860
Y,Y,Y,N,		TP2881
Y,Y,Y,N,		TP3004
Y,Y,Y,N,		TP3105
Y,Y,Y,N,		TP3362
Y,Y,Y,N,		TP3679
Y,Y,Y,N,		TP3687
Y,Y,Y,N,		TP3862
Y,Y,Y,N,		TP3931
Y,Y,Y,N,		TP4310
Y,Y,Y,N,		TP5145
Y,Y,Y,N,		TP5282
Y,Y,Y,N,		TP5332
Y,Y,Y,N,		TP6099
Y,Y,Y,N,		TP6612
Y,Y,Y,N,		TP6759
Y,Y,Y,N,		TP6854
